1.000000,0.000000,1.000000,0.000000
-0.013957,0.999903,-0.108229,0.994126
-0.999610,-0.027912,-0.976573,-0.215187
0.041861,-0.999123,0.319617,-0.947547
0.998442,0.055802,0.907389,0.420292
-0.069733,0.997566,-0.516030,0.856571
-0.996495,-0.083649,-0.795690,-0.605705
0.097550,-0.995231,0.688264,-0.725461
0.993772,0.111431,0.646709,0.762737
-0.125291,0.992120,-0.828250,0.560359
-0.990275,-0.139126,-0.467427,-0.884032
0.152934,-0.988236,0.929428,-0.369003
0.986006,0.166712,0.266244,0.963906
-0.180458,0.983583,-0.987059,0.160357
-0.980968,-0.194169,-0.052586,-0.998616
0.207842,-0.978162,0.998442,0.055802
0.975166,0.221474,-0.163535,0.986537
-0.235063,0.971980,-0.963043,-0.269347
-0.968605,-0.248607,0.371995,-0.928235
0.262102,-0.965040,0.882522,0.470272
0.961288,0.275546,-0.563024,0.826440
-0.288936,0.957348,-0.760650,-0.649162
-0.953222,-0.302270,0.727674,-0.685923
0.315545,-0.948911,0.603139,0.797636
0.944414,0.328758,-0.858228,0.513268
-0.341908,0.939733,-0.417367,-0.908738
-0.934870,-0.354991,0.948571,-0.316564
0.368005,-0.929824,0.212041,0.977261
0.924597,0.380947,-0.994469,0.105027
-0.393815,0.919190,0.003221,-0.999995
-0.913604,-0.406606,0.993772,0.111431
0.419318,-0.907840,-0.218332,0.975875
0.901898,0.431948,-0.946512,-0.322668
-0.444494,0.895782,0.423213,-0.906030
-0.889491,-0.456954,0.854904,0.518786
0.469324,-0.883026,-0.608264,0.793734
0.876389,0.481603,-0.723240,-0.690597
-0.493788,0.869582,0.764816,-0.644249
-0.862605,-0.505877,0.557689,0.830050
0.517868,-0.855461,-0.885533,0.464577
0.848149,0.529757,-0.366007,-0.930612
-0.541544,0.840673,0.964758,-0.263138
-0.833032,-0.553225,0.157177,0.987570
0.564798,-0.825229,-0.998781,0.049369
0.817266,0.576261,0.059018,-0.998257
-0.587612,0.809143,0.986006,0.166712
